Name,CAS,SMILES,IUPAC_Name
Picarbutrazox,500207-04-5,CN1N=NN=C1\C(\C1=CC=CC=C1)=N/OCC1=CC=CC(=N1)NC(OC(C)(C)C)=O,tert-butyl N-[6-[[(Z)-[(1-methyltetrazol-5-yl)-phenylmethylidene]amino]oxymethyl]-2-pyridinyl]carbamate
Benquinox,495-73-8,N(=O)C1=CC=C(C=C1)NNC(C1=CC=CC=C1)=O,N'-(4-nitrosophenyl)benzohydrazide
Ametoctradin,865318-97-4,C(C)C1=NC=2N(C(=C1CCCCCCCC)N)N=CN2,"5-ethyl-6-octyl-[1,2,4]triazolo[1,5-a]pyrimidin-7-amine"
Diclocymet,139920-32-4,C(#N)C(C(=O)N[C@H](C)C1=C(C=C(C=C1)Cl)Cl)C(C)(C)C,"2-cyano-N-[(1R)-1-(2,4-dichlorophenyl)ethyl]-3,3-dimethylbutanamide"
Dodemorph,1593-77-7,C1(CCCCCCCCCCC1)N1CC(OC(C1)C)C,"4-cyclododecyl-2,6-dimethylmorpholine"
Triadimenol,55219-65-3,ClC1=CC=C(OC(C(C(C)(C)C)O)N2N=CN=C2)C=C1,"1-(4-chlorophenoxy)-3,3-dimethyl-1-(1,2,4-triazol-1-yl)butan-2-ol"
Tecloftalam,76280-91-6,ClC1=C(C(=O)O)C(=C(C(=C1Cl)Cl)Cl)C(NC1=C(C(=CC=C1)Cl)Cl)=O,"2,3,4,5-tetrachloro-6-[(2,3-dichlorophenyl)carbamoyl]benzoic acid"
Bromothalonil,35691-65-7,BrC(C#N)(CCC#N)CBr,2-bromo-2-(bromomethyl)pentanedinitrile
Cyclafuramid,34849-42-8,C1(CCCCC1)NC(=O)C1=C(OC(=C1)C)C,"N-cyclohexyl-2,5-dimethylfuran-3-carboxamide"
Oxpoconazole fumarate,174212-12-5,Not found,"(E)-but-2-enedioic acid;bis([2-[3-(4-chlorophenyl)propyl]-2,4,4-trimethyl-1,3-oxazolidin-3-yl]-imidazol-1-ylmethanone)"
Dinocap,39300-45-3,C/C=C/C(=O)Oc1c(cc(cc1C(C)(C)CC(C)(C)C)[N+]([O-])=O)[N+]([O-])=O,(2-nitrophenyl) (E)-but-2-enoate;nitrous acid;octane
Iminoctadine triacetate,57520-17-9,CC([O-])=O.CC([O-])=O.CC([O-])=O.NC([NH3+])=NCCCCCCCC[NH2+]CCCCCCCCN=C(N)[NH3+],acetic acid;2-[8-[8-(diaminomethylideneamino)octylamino]octyl]guanidine
Furyloxyfen,80020-41-3,ClC1=C(OC=2C=CC(=C(OC3COCC3)C2)[N+](=O)[O-])C=CC(=C1)C(F)(F)F,3-[5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrophenoxy]oxolane
Inpyrfluxam,1352994-67-2,FC(C1=NN(C=C1C(=O)NC1=C2[C@@H](CC(C2=CC=C1)(C)C)C)C)F,"3-(difluoromethyl)-1-methyl-N-[(3R)-1,1,3-trimethyl-2,3-dihydroinden-4-yl]pyrazole-4-carboxamide"
Pyribencarb,799247-52-2,ClC1=C(C=C(C=C1)/C(=N/OCC1=NC(=CC=C1)C)/C)CNC(OC)=O,methyl N-[[2-chloro-5-[(E)-C-methyl-N-[(6-methyl-2-pyridinyl)methoxy]carbonimidoyl]phenyl]methyl]carbamate
Fluoroimide,41205-21-4,ClC=1C(N(C(C1Cl)=O)C1=CC=C(C=C1)F)=O,"3,4-dichloro-1-(4-fluorophenyl)pyrrole-2,5-dione"
Surfactin C,24730-31-2,C(=O)(O)C[C@H]1C(N[C@@H](C(N[C@H](C(O[C@@H](CC(N[C@H](C(N[C@H](C(N[C@@H](C(N[C@H](C(N1)=O)C(C)C)=O)CC(C)C)=O)CC(C)C)=O)CCC(=O)O)=O)CCCCCCCCCC(C)C)=O)CC(C)C)=O)CC(C)C)=O,"3-[(3S,6R,9S,12S,15R,18S,21S,25R)-9-(carboxymethyl)-3,6,15,18-tetrakis(2-methylpropyl)-25-(10-methylundecyl)-2,5,8,11,14,17,20,23-octaoxo-12-propan-2-yl-1-oxa-4,7,10,13,16,19,22-heptazacyclopentacos-21-yl]propanoic acid"
Furmecyclox,60568-05-0,C1(CCCCC1)N(C(=O)C1=C(OC(=C1)C)C)OC,"N-cyclohexyl-N-methoxy-2,5-dimethylfuran-3-carboxamide"
Mancozeb,8018-01-7,[Mn++].[Zn++].[S-]C(=S)NCCNC([S-])=S.[S-]C(=S)NCCNC([S-])=S,zinc;manganese(2+);bis(N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate)
L-ascorbic acid,50-81-7,O[C@@H](CO)[C@H]1OC(C(=C1O)O)=O,"(2R)-2-[(1S)-1,2-dihydroxyethyl]-3,4-dihydroxy-2H-furan-5-one"
Diniconazole,83657-24-3,ClC1=C(C=CC(=C1)Cl)\C=C(/C(C(C)(C)C)O)\N1N=CN=C1,"(E)-1-(2,4-dichlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)pent-1-en-3-ol"
Calcium chloride,10043-52-4,[Cl-].[Cl-].[Ca+2],calcium dichloride
Sodium carbonate,497-19-8,[Na+].[Na+].[O-]C([O-])=O,disodium;carbonate
Furalaxyl,57646-30-7,O1C(=CC=C1)C(=O)N(C1=C(C=CC=C1C)C)C(C(=O)OC)C,"methyl 2-[N-(furan-2-carbonyl)-2,6-dimethylanilino]propanoate"
Quinoxyfen,124495-18-7,ClC1=C2C(=CC=NC2=CC(=C1)Cl)OC1=CC=C(C=C1)F,"5,7-dichloro-4-(4-fluorophenoxy)quinoline"
Resveratrol,501-36-0,OC1=CC=C(C=C1)/C=C/C=1C=C(C=C(C1)O)O,"5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol"
Triflumizole,68694-11-1,ClC1=CC(=C(C=C1)N=C(COCCC)N1C=NC=C1)C(F)(F)F,N-[4-chloro-2-(trifluoromethyl)phenyl]-1-imidazol-1-yl-2-propoxyethanimine
Flusulfamide,106917-52-6,ClC1=C(C=C(C=C1)S(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])Cl)C(F)(F)F,4-chloro-N-(2-chloro-4-nitrophenyl)-3-(trifluoromethyl)benzenesulfonamide
Fluquinconazole,136426-54-5,ClC1=C(C=CC(=C1)Cl)N1C(=NC2=CC=C(C=C2C1=O)F)N1N=CN=C1,"3-(2,4-dichlorophenyl)-6-fluoro-2-(1,2,4-triazol-1-yl)quinazolin-4-one"
Pyrifenox,88283-41-4,ClC1=C(C=CC(=C1)Cl)C(CC=1C=NC=CC1)=NOC,"1-(2,4-dichlorophenyl)-N-methoxy-2-pyridin-3-ylethanimine"
Rabenzazole,40341-04-6,CC1=NN(C(=C1)C)C1=NC2=C(N1)C=CC=C2,"2-(3,5-dimethylpyrazol-1-yl)-1H-benzimidazole"
Penthiopyrad,183675-82-3,CN1N=C(C(=C1)C(=O)NC1=C(SC=C1)C(C)CC(C)C)C(F)(F)F,1-methyl-N-[2-(4-methylpentan-2-yl)thiophen-3-yl]-3-(trifluoromethyl)pyrazole-4-carboxamide
Cymoxanil,57966-95-7,C(C)NC(=O)NC(\C(=N\OC)\C#N)=O,(1E)-2-(ethylcarbamoylamino)-N-methoxy-2-oxoethanimidoyl cyanide
Dipymetitrone,16114-35-5,CN1C(C=2SC=3C(N(C(C3SC2C1=O)=O)C)=O)=O,"5,11-dimethyl-2,8-dithia-5,11-diazatricyclo[7.3.0.03,7]dodeca-1(9),3(7)-diene-4,6,10,12-tetrone"
Sodium hydrogen carbonate,144-55-8,C(O)([O-])=O.[Na+],sodium hydrogen carbonate
Thiophanate-methyl,23564-05-8,COC(=O)NC(=S)NC1=C(C=CC=C1)NC(=S)NC(OC)=O,methyl N-[[2-(methoxycarbonylcarbamothioylamino)phenyl]carbamothioyl]carbamate
Borax,1303-96-4,O.O.O.O.O.O.O.O.[Na+].[Na+].OB1O[B-]2(O)OB(O)O[B-](O)(O1)O2,"disodium;3,7-dioxido-2,4,6,8,9-pentaoxa-1,3,5,7-tetraborabicyclo[3.3.1]nonane;decahydrate"
Ferbam,14484-64-1,[Fe+3].CN(C)C([S-])=S.CN(C)C([S-])=S.CN(C)C([S-])=S,"tris(N,N-dimethylcarbamodithioate);iron(3+)"
Potassium iodide,7681-11-0,[I-].[K+],potassium iodide
Pyrapropoyne,1803108-03-3,ClC1=C(C=CC(=C1)C#CC1CC1)/C(/CNC(=O)C=1C(=NN(C1)C)C(F)F)=N/OC(C)C,N-[(2Z)-2-[2-chloro-4-(2-cyclopropylethynyl)phenyl]-2-propan-2-yloxyiminoethyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide
Diallyl disulfide,2179-57-9,C(C=C)SSCC=C,3-(prop-2-enyldisulfanyl)prop-1-ene
Para-cymene,99-87-6,CC1=CC=C(C=C1)C(C)C,1-methyl-4-propan-2-ylbenzene
Penconazole,66246-88-6,ClC1=C(C=CC(=C1)Cl)C(CN1N=CN=C1)CCC,"1-[2-(2,4-dichlorophenyl)pentyl]-1,2,4-triazole"
Sodium arsenite,7784-46-5,O=[As][O-].[Na+],sodium oxoarsinite
Dimethyl disulfide,624-92-0,CSSC,(methyldisulfanyl)methane
Florylpicoxamid,1961312-55-9,C(C)(=O)OC=1C(=NC=CC1OC)C(=O)N[C@H](C(=O)O[C@H](C(C1=CC=C(C=C1)F)C1=CC=C(C=C1)F)C)C,"[(2S)-1,1-bis(4-fluorophenyl)propan-2-yl] (2S)-2-[(3-acetyloxy-4-methoxypyridine-2-carbonyl)amino]propanoate"
Chloraniformethan,20856-57-9,ClC(C(NC1=CC(=C(C=C1)Cl)Cl)NC=O)(Cl)Cl,"N-[2,2,2-trichloro-1-(3,4-dichloroanilino)ethyl]formamide"
Cyanogen,460-19-5,C(C#N)#N,oxalonitrile
